Season,DayNum,T1_TeamID,T1_Score,T2_TeamID,T2_Score,T1_Scoremean,T1_opponent_Scoremean,T1_FGMmean,T1_FGAmean,T1_FGM3mean,T1_FGA3mean,T1_FTMmean,T1_FTAmean,T1_ORmean,T1_DRmean,T1_Astmean,T1_TOmean,T1_Stlmean,T1_Blkmean,T1_PFmean,T1_opponent_FGMmean,T1_opponent_FGAmean,T1_opponent_FGM3mean,T1_opponent_FGA3mean,T1_opponent_FTMmean,T1_opponent_FTAmean,T1_opponent_ORmean,T1_opponent_DRmean,T1_opponent_Astmean,T1_opponent_TOmean,T1_opponent_Stlmean,T1_opponent_Blkmean,T1_opponent_PFmean,T1_PointDiffmean,T2_Scoremean,T2_opponent_Scoremean,T2_FGMmean,T2_FGAmean,T2_FGM3mean,T2_FGA3mean,T2_FTMmean,T2_FTAmean,T2_ORmean,T2_DRmean,T2_Astmean,T2_TOmean,T2_Stlmean,T2_Blkmean,T2_PFmean,T2_opponent_FGMmean,T2_opponent_FGAmean,T2_opponent_FGM3mean,T2_opponent_FGA3mean,T2_opponent_FTMmean,T2_opponent_FTAmean,T2_opponent_ORmean,T2_opponent_DRmean,T2_opponent_Astmean,T2_opponent_TOmean,T2_opponent_Stlmean,T2_opponent_Blkmean,T2_opponent_PFmean,T2_PointDiffmean,T1_win_ratio_14d,T2_win_ratio_14d,T1_quality,T2_quality,T1_seed,T2_seed,Seed_diff
2003,134,1421,92,1411,84,71.20689655172414,78.44827586206897,24.379310344827587,56.793103448275865,6.482758620689655,18.0,15.96551724137931,20.93103448275862,12.275862068965518,23.17241379310345,13.03448275862069,16.20689655172414,7.068965517241379,3.0,19.103448275862068,27.79310344827586,60.96551724137931,7.620689655172414,20.75862068965517,15.241379310344827,22.551724137931036,13.724137931034482,22.82758620689655,15.862068965517242,12.827586206896552,8.827586206896552,4.241379310344827,18.689655172413794,-7.241379310344827,72.8,70.83333333333333,24.733333333333334,55.266666666666666,5.933333333333334,18.5,17.4,28.066666666666666,13.166666666666666,24.8,14.2,15.233333333333333,6.433333333333334,2.2333333333333334,18.3,25.666666666666668,60.4,7.533333333333333,23.166666666666668,11.966666666666667,18.733333333333334,11.933333333333334,22.866666666666667,13.766666666666667,14.333333333333334,8.0,2.6,21.633333333333333,1.9666666666666666,1.0,0.8333333333333334,,,16,16,0
2003,136,1112,80,1436,51,85.21428571428571,70.25,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,17.535714285714285,25.0,15.178571428571429,27.642857142857142,17.642857142857142,14.785714285714286,8.464285714285714,4.214285714285714,17.75,26.357142857142858,64.67857142857143,6.321428571428571,19.964285714285715,11.214285714285714,17.714285714285715,13.107142857142858,23.285714285714285,15.464285714285714,16.857142857142858,5.964285714285714,2.392857142857143,22.071428571428573,14.964285714285714,67.79310344827586,63.13793103448276,24.82758620689655,55.86206896551724,5.275862068965517,15.482758620689655,12.862068965517242,19.551724137931036,12.96551724137931,25.724137931034484,14.206896551724139,14.068965517241379,6.862068965517241,2.9655172413793105,15.89655172413793,22.75862068965517,55.06896551724138,7.068965517241379,21.448275862068964,10.551724137931034,15.758620689655173,9.586206896551724,21.862068965517242,13.275862068965518,13.0,7.103448275862069,3.6551724137931036,17.93103448275862,4.655172413793103,0.6666666666666666,1.0,,,1,16,-15
2003,136,1113,84,1272,71,75.96551724137932,69.17241379310344,27.20689655172414,56.89655172413793,4.0,12.586206896551724,17.551724137931036,26.20689655172414,13.689655172413794,23.310344827586206,15.551724137931034,14.0,5.206896551724138,4.241379310344827,19.413793103448278,24.79310344827586,55.6551724137931,5.448275862068965,15.89655172413793,14.137931034482758,20.517241379310345,11.0,20.551724137931036,14.068965517241379,15.517241379310345,6.0,3.9310344827586206,22.862068965517242,6.793103448275862,74.51724137931035,65.82758620689656,26.275862068965516,60.0,7.0,20.06896551724138,14.96551724137931,22.896551724137932,14.068965517241379,25.96551724137931,16.620689655172413,13.793103448275861,7.379310344827586,5.068965517241379,18.75862068965517,23.275862068965516,57.86206896551724,5.896551724137931,18.310344827586206,13.379310344827585,20.724137931034484,12.344827586206897,23.586206896551722,13.310344827586206,15.068965517241379,7.275862068965517,3.1724137931034484,19.93103448275862,8.689655172413794,0.6666666666666666,0.75,,,10,7,3
2003,136,1141,79,1166,73,79.34482758620689,73.24137931034483,26.620689655172413,52.689655172413794,6.827586206896552,17.93103448275862,19.275862068965516,25.17241379310345,10.586206896551724,23.275862068965516,15.620689655172415,18.24137931034483,7.103448275862069,4.0,20.96551724137931,26.344827586206897,57.93103448275862,4.9655172413793105,13.89655172413793,15.586206896551724,21.96551724137931,12.241379310344827,18.896551724137932,11.793103448275861,16.06896551724138,8.448275862068966,2.4827586206896552,21.689655172413794,6.103448275862069,79.24242424242425,64.33333333333333,28.696969696969695,57.45454545454545,7.96969696969697,20.484848484848484,13.878787878787879,20.03030303030303,10.878787878787879,23.181818181818183,16.818181818181817,13.363636363636363,8.393939393939394,4.454545454545454,17.272727272727273,23.87878787878788,55.333333333333336,4.878787878787879,14.303030303030303,11.696969696969697,16.696969696969695,11.06060606060606,21.363636363636363,12.363636363636363,17.060606060606062,6.333333333333333,2.5757575757575757,19.393939393939394,14.909090909090908,1.0,1.0,,,11,6,5
2003,136,1143,76,1301,74,74.48275862068965,69.75862068965517,27.344827586206897,58.724137931034484,6.413793103448276,17.03448275862069,13.379310344827585,19.517241379310345,11.241379310344827,24.379310344827587,16.0,14.172413793103448,6.551724137931035,2.793103448275862,17.103448275862068,25.379310344827587,58.793103448275865,7.103448275862069,21.448275862068964,11.89655172413793,17.448275862068964,11.172413793103448,23.0,16.03448275862069,14.931034482758621,5.931034482758621,2.5172413793103448,19.103448275862068,4.724137931034483,72.4,68.0,24.333333333333332,53.333333333333336,7.966666666666667,22.5,15.766666666666667,20.466666666666665,9.733333333333333,22.033333333333335,14.666666666666666,14.2,7.766666666666667,3.066666666666667,18.666666666666668,23.433333333333334,53.13333333333333,5.733333333333333,17.0,15.4,21.2,10.533333333333333,21.433333333333334,12.566666666666666,14.633333333333333,7.433333333333334,2.8333333333333335,19.333333333333332,4.4,0.3333333333333333,0.6,,,8,9,-1
2003,136,1163,58,1140,53,80.03333333333333,71.4,29.533333333333335,62.2,6.066666666666666,15.7,14.9,22.1,14.766666666666667,27.9,15.633333333333333,15.8,5.933333333333334,7.733333333333333,18.4,24.866666666666667,65.36666666666666,6.433333333333334,20.133333333333333,15.233333333333333,21.0,15.333333333333334,21.5,13.6,13.366666666666667,7.8,4.133333333333334,19.266666666666666,8.633333333333333,72.45161290322581,63.67741935483871,24.032258064516128,51.25806451612903,6.193548387096774,16.129032258064516,18.193548387096776,24.161290322580644,10.870967741935484,24.419354838709676,13.419354838709678,13.741935483870968,6.935483870967742,2.5161290322580645,21.419354838709676,20.967741935483872,51.25806451612903,5.0,16.225806451612904,16.741935483870968,23.483870967741936,10.419354838709678,20.193548387096776,10.774193548387096,14.483870967741936,5.483870967741935,2.225806451612903,21.387096774193548,8.774193548387096,0.6,0.8,,,5,12,-7
2003,136,1181,67,1161,57,81.96666666666667,70.4,27.366666666666667,60.333333333333336,7.333333333333333,20.6,19.9,28.066666666666666,13.766666666666667,23.1,13.833333333333334,14.033333333333333,8.5,5.133333333333334,21.266666666666666,25.066666666666666,57.166666666666664,4.933333333333334,14.466666666666667,15.333333333333334,21.966666666666665,12.2,22.633333333333333,12.333333333333334,17.833333333333332,6.433333333333334,4.1,23.2,11.566666666666666,74.0,72.66666666666667,26.4,52.1,4.2,11.566666666666666,17.0,24.266666666666666,10.8,23.466666666666665,15.5,16.133333333333333,5.333333333333333,4.233333333333333,20.566666666666666,25.833333333333332,57.46666666666667,5.633333333333334,16.333333333333332,15.366666666666667,22.333333333333332,12.0,19.066666666666666,13.233333333333333,12.233333333333333,9.033333333333333,3.066666666666667,21.3,1.3333333333333333,0.8,0.8333333333333334,,,3,14,-11
2003,136,1211,74,1153,69,77.06451612903226,68.19354838709677,26.06451612903226,55.45161290322581,7.161290322580645,19.06451612903226,17.774193548387096,24.64516129032258,11.935483870967742,25.322580645161292,15.741935483870968,14.548387096774194,6.806451612903226,3.5161290322580645,18.64516129032258,23.903225806451612,56.25806451612903,7.451612903225806,20.032258064516128,12.935483870967742,18.741935483870968,10.096774193548388,21.0,13.741935483870968,14.870967741935484,6.903225806451613,2.096774193548387,20.774193548387096,8.870967741935484,67.32142857142857,61.5,22.892857142857142,56.67857142857143,6.678571428571429,19.5,14.857142857142858,21.535714285714285,12.142857142857142,23.392857142857142,12.285714285714286,10.607142857142858,5.178571428571429,4.25,18.964285714285715,21.25,53.107142857142854,5.928571428571429,17.142857142857142,13.071428571428571,19.714285714285715,11.107142857142858,24.142857142857142,11.75,13.928571428571429,4.142857142857143,3.0357142857142856,20.0,5.821428571428571,0.5,0.3333333333333333,,,9,8,1
2003,136,1228,65,1443,60,75.43333333333334,61.4,27.1,55.8,7.433333333333334,20.166666666666668,13.8,19.1,9.733333333333333,25.4,18.266666666666666,13.166666666666666,7.0,3.1,19.133333333333333,20.333333333333332,54.06666666666667,5.7,19.1,15.033333333333333,21.233333333333334,11.133333333333333,21.2,11.033333333333333,14.833333333333334,5.7,2.5,18.2,14.033333333333333,73.09677419354838,66.41935483870968,25.70967741935484,55.903225806451616,7.709677419354839,21.032258064516128,13.96774193548387,21.096774193548388,12.161290322580646,23.258064516129032,14.193548387096774,15.161290322580646,7.064516129032258,3.5483870967741935,18.451612903225808,24.29032258064516,55.96774193548387,4.612903225806452,15.548387096774194,13.225806451612904,19.096774193548388,11.35483870967742,21.612903225806452,12.0,15.741935483870968,5.967741935483871,2.5483870967741935,19.419354838709676,6.67741935483871,0.8,1.0,,,4,13,-9
2003,136,1242,64,1429,61,81.33333333333333,66.36666666666666,30.233333333333334,62.3,4.8,14.133333333333333,16.066666666666666,24.133333333333333,14.3,26.9,16.733333333333334,14.9,10.133333333333333,4.9,16.7,24.6,60.53333333333333,6.633333333333334,18.333333333333332,10.533333333333333,15.266666666666667,11.533333333333333,22.5,11.9,17.3,6.833333333333333,4.4,20.0,14.966666666666667,65.96666666666667,60.1,23.7,51.93333333333333,4.033333333333333,12.133333333333333,14.533333333333333,20.233333333333334,12.633333333333333,22.366666666666667,13.9,12.233333333333333,5.066666666666666,2.0,16.1,22.0,50.8,5.766666666666667,16.866666666666667,10.333333333333334,14.833333333333334,9.133333333333333,19.033333333333335,11.233333333333333,12.366666666666667,5.0,2.1,17.6,5.866666666666666,0.75,1.0,,,2,15,-13
2003,136,1266,72,1221,68,78.39285714285714,67.67857142857143,27.214285714285715,56.25,5.785714285714286,15.25,18.178571428571427,23.607142857142858,13.107142857142858,24.071428571428573,16.321428571428573,13.571428571428571,6.0,3.642857142857143,18.642857142857142,23.821428571428573,58.67857142857143,6.714285714285714,20.5,13.321428571428571,19.142857142857142,12.678571428571429,18.571428571428573,12.964285714285714,12.5,6.464285714285714,2.4642857142857144,20.75,10.714285714285714,69.34482758620689,58.206896551724135,24.20689655172414,52.724137931034484,5.310344827586207,14.758620689655173,15.620689655172415,22.137931034482758,12.068965517241379,24.310344827586206,15.413793103448276,13.931034482758621,7.9655172413793105,4.482758620689655,18.379310344827587,20.689655172413794,50.724137931034484,5.103448275862069,15.620689655172415,11.724137931034482,17.75862068965517,8.758620689655173,19.586206896551722,11.89655172413793,15.413793103448276,6.620689655172414,2.7586206896551726,20.20689655172414,11.137931034482758,0.5,1.0,,,3,14,-11
2003,136,1281,72,1356,71,71.7741935483871,66.48387096774194,26.161290322580644,59.193548387096776,7.483870967741935,20.967741935483872,11.96774193548387,18.161290322580644,13.483870967741936,25.903225806451612,13.741935483870968,13.612903225806452,5.709677419354839,4.32258064516129,16.870967741935484,24.129032258064516,59.935483870967744,5.806451612903226,18.193548387096776,12.419354838709678,18.451612903225808,13.161290322580646,23.258064516129032,12.935483870967742,13.193548387096774,6.903225806451613,3.096774193548387,18.129032258064516,5.290322580645161,74.53333333333333,68.1,27.366666666666667,57.86666666666667,6.1,15.833333333333334,13.7,19.4,10.833333333333334,22.466666666666665,13.566666666666666,12.5,7.966666666666667,3.2,19.333333333333332,23.933333333333334,53.8,6.2,15.233333333333333,14.033333333333333,20.333333333333332,11.233333333333333,22.933333333333334,12.466666666666667,15.9,5.166666666666667,2.2666666666666666,19.333333333333332,6.433333333333334,0.5,0.75,,,6,11,-5
2003,136,1323,70,1454,69,80.09677419354838,71.19354838709677,27.225806451612904,60.67741935483871,8.290322580645162,21.774193548387096,17.35483870967742,22.838709677419356,11.387096774193548,26.870967741935484,16.903225806451612,12.774193548387096,7.451612903225806,5.645161290322581,16.225806451612904,26.774193548387096,64.7741935483871,6.225806451612903,17.0,11.419354838709678,16.741935483870968,13.67741935483871,24.806451612903224,15.225806451612904,13.064516129032258,6.548387096774194,4.516129032258065,19.451612903225808,8.903225806451612,77.1,69.93333333333334,27.266666666666666,57.63333333333333,7.766666666666667,21.8,14.8,21.433333333333334,11.533333333333333,23.0,17.1,14.866666666666667,8.8,3.6,20.133333333333333,23.866666666666667,54.46666666666667,6.066666666666666,17.0,16.133333333333333,23.1,11.3,22.9,12.9,17.266666666666666,7.766666666666667,3.5,21.033333333333335,7.166666666666667,0.3333333333333333,1.0,,,5,12,-7
