year,team,ts_rank
1985,1228,37.405462718626374
1985,1328,37.848865615559184
1985,1417,30.28313276277156
1985,1225,18.5794890106698
1985,1412,33.26860311848413
1985,1397,31.955899195111463
1985,1374,33.61672309953982
1985,1411,19.349897800345666
1985,1307,27.7323347922338
1985,1288,6.289679594328718
1985,1305,29.058103833348905
1985,1424,35.9430113723553
1985,1260,35.715371190306655
1985,1133,29.918020131076094
1985,1344,26.83715321951116
1985,1438,30.62121962347394
1985,1226,21.71508128657386
1985,1218,24.316633405334922
1985,1337,29.786629850805557
1985,1192,22.38716930341349
1985,1447,15.639772660902281
1985,1165,20.460816455075307
1985,1432,20.35553350121476
1985,1112,31.251474554323277
1985,1223,24.749336763368113
1985,1106,18.544598840172064
1985,1354,16.163512010246276
1985,1242,35.32203906368748
1985,1268,35.766211050729204
1985,1375,27.001412839948117
1985,1126,12.453614903403619
1985,1301,35.484917446117976
1985,1144,10.251644117964666
1985,1325,29.822722678173474
1985,1384,16.589331409368874
1985,1326,35.63415105803979
1985,1248,20.323326975174812
1985,1287,15.733133328264774
1985,1339,23.715763531136485
1985,1334,20.042337017472274
1985,1365,28.535176438610794
1985,1443,26.32310709372159
1985,1121,13.970087021559907
1985,1423,18.358941315884955
1985,1347,18.304640683146715
1985,1429,26.59792906071549
1985,1428,26.24625839038013
1985,1437,34.647712509756985
1985,1436,15.014483878003428
1985,1172,19.57220252005234
1985,1439,31.839926174534195
1985,1330,31.475680647367657
1985,1286,22.056010208591278
1985,1186,20.90107400025663
1985,1455,30.329699726019072
1985,1249,28.113746412114704
1985,1403,34.53040054281344
1985,1152,23.3237141289632
1985,1278,31.317771163882306
1985,1453,12.81963677674936
1985,1210,37.48608773295234
1985,1149,17.187523989822154
1985,1257,30.606480406921516
1985,1231,33.53891776536659
1985,1116,32.90998678924504
1985,1368,24.6654098122296
1985,1120,33.52554369303119
1985,1391,21.92647569362619
1985,1135,17.11409895029454
1985,1306,15.130274781622372
1985,1143,26.358310188002093
1985,1388,25.603855224263192
1985,1153,29.488775359971964
1985,1184,23.244014787886336
1985,1159,7.198798589034
1985,1171,14.144665820935973
1985,1216,17.434939474776005
1985,1277,35.40629067175983
1985,1145,24.558281189441207
1985,1173,32.73792420018695
1985,1134,17.032737826152285
1985,1193,21.20915916874759
1985,1265,20.704868346693267
1985,1196,32.67559708093785
1985,1416,18.884469476209038
1985,1206,24.98986085621131
1985,1137,21.139129645612094
1985,1211,23.77720966015125
1985,1102,19.68047475204455
1985,1234,34.899945648575375
1985,1114,23.322788410543023
1985,1332,27.898101098860522
1985,1243,28.085822901413476
1985,1317,16.715995296207733
1985,1177,32.52008415208134
1985,1296,23.568872222040927
1985,1458,31.24462477021799
1985,1323,32.91787424350252
1985,1264,18.408466697405093
1985,1241,24.164786150659562
1985,1440,21.849515805704726
1985,1314,36.3979063992958
1985,1200,26.562547066893167
1985,1448,31.31582970986947
1985,1464,24.91250338482841
1985,1258,21.4620915116211
1985,1399,26.300474853313794
1985,1155,31.46057677291215
1985,1398,15.227469016900383
1985,1396,31.764529953271357
1985,1180,18.068757994475202
1985,1202,17.04209260180732
1985,1378,28.615917135307953
1985,1290,20.17560527316071
1985,1338,32.15072157046318
1985,1376,27.35601753903628
1985,1364,22.9728911348572
1985,1104,34.41401749804763
1985,1160,25.674516054311944
1985,1414,23.383439040090988
1985,1181,36.8541556244309
1985,1387,24.711034148487702
1985,1183,23.304067969715224
1985,1247,24.95630103537822
1985,1284,16.7659031279163
1985,1402,14.517627781257515
1985,1276,41.30463953569479
1985,1178,30.094835576471088
1985,1451,26.56693959216294
1985,1253,14.521702071897822
1985,1444,23.523981692645464
1985,1434,15.608806316252789
1985,1409,32.90736957486709
1985,1331,28.566215523570612
1985,1379,23.1703880093126
1985,1270,26.82930641704668
1985,1373,25.6548021807525
1985,1348,18.161105523786752
1985,1363,25.70752469499936
1985,1308,20.41299440895081
1985,1431,29.202254225308504
1985,1124,25.50921976408924
1985,1341,14.726260541372035
1985,1246,33.247463874919504
1985,1405,26.63295576761888
1985,1233,30.796223272805072
1985,1220,18.705087768476165
1985,1151,26.863280155105464
1985,1204,26.124835851396014
1985,1254,18.891198739369628
1985,1130,33.43394612201043
1985,1280,30.484106164409813
1985,1238,17.726483663684633
1985,1360,25.068232788752532
1985,1318,26.90170114096478
1985,1419,23.73540611278471
1985,1418,25.655079676874507
1985,1393,36.39984136923362
1985,1163,29.361022691687573
1985,1229,31.868511273591288
1985,1227,21.767186524813024
1985,1272,37.308427284376805
1985,1117,22.688761799945503
1985,1261,34.57468302758308
1985,1259,20.14092082086456
1985,1406,15.028136065504532
1985,1273,25.242223244054927
1985,1456,25.422381759857114
1985,1154,24.09997992507692
1985,1139,29.256147413279077
1985,1442,21.05341693088212
1985,1433,35.20128945754104
1985,1187,14.489151211117951
1985,1400,29.38036558338845
1985,1322,6.915299513646143
1985,1361,30.667653677208342
1985,1359,22.51577507375763
1985,1267,25.111270778797095
1985,1353,25.058448958147363
1985,1351,18.646675851199397
1985,1386,28.074278068572493
1985,1285,27.570175157754296
1985,1321,26.262863287699126
1985,1298,28.62865108852931
1985,1309,22.816260275464597
1985,1161,27.232244971801435
1985,1109,7.604225407940293
1985,1281,30.855106989650942
1985,1271,6.470907785810091
1985,1319,25.17980426707084
1985,1239,27.35744410996525
1985,1320,18.159655298829218
1985,1371,23.78521084140497
1985,1349,26.545116751845143
1985,1222,29.96847521406971
1985,1390,24.302074659504594
1985,1425,31.765949796234636
1985,1435,27.720277959944248
1985,1463,20.13237627616715
1985,1441,19.70132664717511
1985,1449,32.89425432256725
1985,1123,24.38255054735775
1985,1162,21.093127362744983
1985,1385,41.47125167426159
1985,1292,23.705143732414435
1985,1382,23.53066615475692
1985,1383,12.03719391877028
1985,1245,26.8539569778212
1985,1111,21.026667569306245
1985,1150,17.96326940893359
1985,1221,20.878372531758167
1985,1119,24.59454073495904
1985,1141,20.903352065617703
1985,1185,25.842390161098464
1985,1199,27.918447310232715
1985,1201,29.335738699212445
1985,1212,14.360125332614777
1985,1197,16.61622504165977
1985,1140,26.33299351349878
1985,1122,17.545092956315674
1985,1345,36.30747768840103
1985,1352,15.858493072707677
1985,1263,17.749843294778096
1985,1310,23.64842518019488
1985,1208,35.19218362780867
1985,1333,31.668616621757387
1985,1410,19.84212433629069
1985,1462,28.501785605247406
1985,1450,26.4946765869015
1985,1350,26.97236234252939
1985,1408,28.08122460810151
1985,1113,27.271551628512565
1985,1427,23.95642204702905
1985,1380,23.413784704076164
1985,1446,24.580593145878584
1985,1269,22.822601572963297
1985,1329,26.81568496277084
1985,1266,30.54196146506686
1985,1174,19.348276450104095
1985,1343,18.7776309774594
1985,1209,7.174514157731912
1985,1232,27.286030125889177
1985,1129,24.04740760855249
1985,1103,20.49485568817066
1985,1156,25.09061630174975
1985,1336,19.3214927073255
1985,1203,23.991245169837757
1985,1110,18.509375478601854
1985,1250,18.102305950405423
1985,1256,35.525039866631175
1985,1147,11.078508003447421
1985,1311,22.64487773507109
1985,1235,31.232353752935598
1985,1166,29.222845742724083
1985,1452,29.641088105877483
1985,1335,21.83734042627238
1985,1283,22.46331170936561
1985,1131,21.74805490824435
1985,1426,19.929421354761786
1985,1215,18.10968316365909
1985,1356,27.052561142939137
1985,1304,28.717107153057658
1985,1224,21.583829740608433
1985,1168,26.53234117258303
1985,1179,25.061956611771357
1985,1190,18.319332217544698
1985,1389,22.670037828542704
1985,1395,29.643974938238973
1985,1461,25.285100151341158
1985,1132,22.942968092595123
1985,1217,20.32530568716626
1985,1299,22.58073793560952
1985,1401,32.318137224912036
1985,1293,25.223964935141904
1985,1191,24.69391353395365
1985,1275,29.29944947051216
1985,1279,27.657915767673053
1985,1327,18.45191738218727
1985,1175,15.754810478497014
1985,1207,43.91244530563375
1985,1108,26.553614427069334
1985,1182,22.073680216194745
1986,1181,46.37263697081537
1986,1249,28.120996157713694
1986,1412,33.11783006757385
1986,1401,29.580383797424766
1986,1458,28.222743631762476
1986,1376,26.77285209454689
1986,1452,31.06112441027492
1986,1120,32.70150336264502
1986,1449,30.642700404620694
1986,1431,32.99155279100049
1986,1437,33.09936782922596
1986,1180,22.562925574187286
1986,1428,29.379211274913562
1986,1398,21.375673604862122
1986,1425,25.56005146874003
1986,1149,20.119411198983506
1986,1424,36.81762593183837
1986,1305,24.253850117709913
1986,1409,31.99286068080036
1986,1173,29.924054662989786
1986,1385,40.01331508721931
1986,1298,35.844182290958486
1986,1360,26.26554724612796
1986,1253,20.932560267651258
1986,1356,21.109792121946402
1986,1152,26.318571642101787
1986,1339,21.895303561965864
1986,1333,26.52658493947239
1986,1334,26.864756538050838
1986,1365,22.19787363775876
1986,1397,28.586906415600218
1986,1368,21.01811131767096
1986,1307,26.3893481570622
1986,1137,20.200441173382764
1986,1328,36.33165956146557
1986,1364,25.17013705403613
1986,1197,16.28949142463538
1986,1126,11.718531042399759
1986,1208,31.248596674271546
1986,1418,26.43323453076038
1986,1211,23.218891123403452
1986,1453,13.61675590317321
1986,1218,17.957902509278718
1986,1168,26.469436329041987
1986,1242,43.00500511625097
1986,1337,33.44661380344078
1986,1133,37.42608951091332
1986,1260,25.407351694153242
1986,1257,38.96293582337208
1986,1275,31.67309329016306
1986,1261,32.22169480586152
1986,1286,25.234766933424673
1986,1274,24.786580293917122
1986,1154,19.23250676445534
1986,1276,39.35532667813341
1986,1439,34.30501686582408
1986,1281,33.67176676828126
1986,1411,16.493973928416228
1986,1246,40.89835914109083
1986,1322,22.540619239848702
1986,1306,20.727043607269188
1986,1135,23.711081640892168
1986,1319,27.00803730091316
1986,1102,19.286308939379925
1986,1393,38.91297390129957
1986,1432,17.97085621273308
1986,1402,13.608867672182368
1986,1341,11.965729065750473
1986,1438,36.493281786270906
1986,1222,25.822905235634952
1986,1423,22.601035689092022
1986,1119,18.70929321010569
1986,1443,33.730189727991764
1986,1359,21.129457230709995
1986,1450,27.460245857372286
1986,1201,26.61257545664898
1986,1451,26.47465521199191
1986,1292,26.557253134505952
1986,1278,29.487906743858
1986,1406,16.623950991706856
1986,1456,19.88796067495463
1986,1277,35.894019376233445
1986,1442,19.57519432087253
1986,1429,26.03730106274722
1986,1268,35.14119628931089
1986,1318,33.1514596444477
1986,1106,16.3405049203726
1986,1354,12.606212305979698
1986,1129,23.500284582436173
1986,1226,24.7936664564291
1986,1145,28.55898812708512
1986,1165,22.57957066195942
1986,1153,29.378848600536145
1986,1378,28.428414114307927
1986,1243,30.707766655300077
1986,1206,27.76939116036607
1986,1416,13.937558006531509
1986,1186,26.95880711126951
1986,1220,22.068000870451208
1986,1200,22.770987700507458
1986,1245,22.91647537703255
1986,1384,16.749543168778626
1986,1215,20.292317777130158
1986,1317,21.981045702797193
1986,1462,32.071041624453784
1986,1436,16.82460460593486
1986,1314,40.62672045174959
1986,1417,29.202663561003362
1986,1234,33.09720034371554
1986,1114,25.086067859829505
1986,1134,12.480705474446689
1986,1405,22.99378249901124
1986,1116,24.558253928316752
1986,1233,23.686506598690396
1986,1419,27.62128990135792
1986,1147,20.18665508583769
1986,1403,28.46728775419244
1986,1285,27.60643780632612
1986,1400,29.112566050582267
1986,1389,24.310723592647037
1986,1288,12.374796389951811
1986,1353,20.086318294158325
1986,1192,23.243851865725656
1986,1301,35.23614146149026
1986,1441,21.275196932890633
1986,1223,20.234943301883423
1986,1270,27.939045472549065
1986,1280,25.951937554692993
1986,1143,29.76441226449082
1986,1161,21.49617260890873
1986,1178,23.22650507812453
1986,1141,21.4195820640835
1986,1155,31.389234434694377
1986,1271,9.59591403429497
1986,1187,20.06128440419277
1986,1144,12.485056473511811
1986,1193,29.57631747685738
1986,1185,20.87885422609064
1986,1464,20.054815870005175
1986,1121,15.336578395666788
1986,1335,24.361237123225354
1986,1216,22.245763103759465
1986,1343,21.58277314013947
1986,1250,18.296328808337805
1986,1345,35.24256657507612
1986,1391,18.194214814071834
1986,1350,32.78358523313932
1986,1344,30.853444088761208
1986,1362,16.046630000695348
1986,1440,18.958171223690403
1986,1347,18.13260120737649
1986,1390,26.279578267050226
1986,1203,23.698316510869855
1986,1396,32.899362359672025
1986,1108,22.78881385530098
1986,1426,20.522443495696518
1986,1447,20.051548476126666
1986,1264,12.09617901461055
1986,1448,23.56536158797971
1986,1150,21.675838039660782
1986,1326,31.723971161918534
1986,1269,21.442590252757164
1986,1235,34.56748118574199
1986,1229,26.6480909867309
1986,1263,18.88684511031724
1986,1122,21.942401872489157
1986,1191,17.81492935423417
1986,1124,21.745220933708538
1986,1331,21.40608512998877
1986,1163,27.065482024687
1986,1463,21.564650288069288
1986,1196,30.57918863416786
1986,1238,18.62856183586856
1986,1254,14.497387844069552
1986,1304,33.648181607963885
1986,1228,35.724008142896636
1986,1247,24.479241001518798
1986,1284,16.108950906311943
1986,1266,30.007424350756402
1986,1204,19.11169729935588
1986,1184,17.825072994476574
