Season,TeamID,POM_Rating,SAG_Rating,MOR_Rating,WLK_Rating,massey_avg
2003,1102,72.40165526733487,73.18473155088772,74.43860348711299,72.05204884657383,73.01925978797735
2003,1103,72.1914433796123,71.56865180382707,73.91524849138096,71.56865180382707,72.31099886966186
2003,1104,84.39455790153535,83.76783717927627,85.6348343541645,83.91996471305946,84.42929853700889
2003,1105,63.12505541356025,62.833369056021205,63.008256264628685,62.949919260373974,62.97914999864602
2003,1106,65.74165813286929,65.43933629977445,63.88846221100435,66.28949127391175,65.33973697938995
2003,1107,62.833369056021205,63.12505541356025,62.60075654085452,63.008256264628685,62.891859318766166
2003,1108,64.77902340550482,64.65964444352028,63.77052599024374,65.43933629977445,64.66213253476081
2003,1110,73.620746801696,71.0241936931185,72.82629953232302,71.50014243950552,72.24284561666076
2003,1111,71.70607304671663,72.96915740533936,69.5002472973504,74.06371253209845,72.0597975703762
2003,1112,94.3184589191568,95.51464175441846,93.38043016844541,95.51464175441846,94.68204314910977
2003,1113,84.55942429958863,84.55942429958863,86.4580231362834,84.2331532085878,84.95250623601211
2003,1114,71.98257020487843,72.05204884657383,71.15954768572789,72.12167264985223,71.8289598467581
2003,1115,62.42671601682491,62.1952077550125,62.13742654340833,62.36878096202538,62.28203281931778
2003,1116,74.7425685643715,74.81915167159427,77.59954814364725,73.47466442225756,75.15898320046765
2003,1117,72.33143284088865,70.88932811590703,72.47203201179197,70.22196651710775,71.47868987142385
2003,1119,62.1952077550125,62.42671601682491,62.42671601682491,62.54270355978838,62.39783583711267
2003,1120,82.63997986858907,82.90869600978151,82.77335004091873,82.37883232000479,82.67521455982353
2003,1122,75.12796464667076,76.74061822161633,73.04084155297853,79.07316469324164,75.99564727862682
2003,1123,73.11269883455849,73.04084155297853,73.40190601652141,73.32933272312536,73.22119478179596
2003,1124,77.25103917622681,76.99406338718042,78.7858397449466,75.36229236306758,77.09830866785535
2003,1125,71.36351856530194,72.40165526733487,70.28820033007068,73.40190601652141,71.86382004480723
