Season,T2_TeamID,T2_FGMmean,T2_FGAmean,T2_FGM3mean,T2_FGA3mean,T2_ORmean,T2_Astmean,T2_TOmean,T2_Stlmean,T2_PFmean,T2_opponent_FGMmean,T2_opponent_FGAmean,T2_opponent_FGM3mean,T2_opponent_FGA3mean,T2_opponent_ORmean,T2_opponent_Astmean,T2_opponent_TOmean,T2_opponent_Stlmean,T2_opponent_Blkmean,T2_PointDiffmean
2003,1102,19.142857142857142,39.785714285714285,7.821428571428571,20.821428571428573,4.178571428571429,13.0,11.428571428571429,5.964285714285714,18.75,19.285714285714285,42.42857142857143,4.75,12.428571428571429,9.607142857142858,9.142857142857142,12.964285714285714,5.428571428571429,1.5714285714285714,0.25
2003,1103,27.14814814814815,55.851851851851855,5.444444444444445,16.074074074074073,9.777777777777779,15.222222222222221,12.62962962962963,7.2592592592592595,19.85185185185185,27.77777777777778,57.0,6.666666666666667,18.37037037037037,12.037037037037036,15.481481481481481,15.333333333333334,6.407407407407407,2.8518518518518516,0.6296296296296297
2003,1104,24.035714285714285,57.17857142857143,6.357142857142857,19.857142857142858,13.571428571428571,12.107142857142858,13.285714285714286,6.607142857142857,18.035714285714285,23.25,55.5,6.357142857142857,19.142857142857142,10.892857142857142,11.678571428571429,13.857142857142858,5.535714285714286,3.1785714285714284,4.285714285714286
2003,1105,24.384615384615383,61.61538461538461,7.576923076923077,20.76923076923077,13.5,14.538461538461538,18.653846153846153,9.307692307692308,20.23076923076923,27.0,58.96153846153846,6.269230769230769,17.53846153846154,13.192307692307692,15.807692307692308,18.807692307692307,9.384615384615385,4.1923076923076925,-4.884615384615385
2003,1106,23.428571428571427,55.285714285714285,6.107142857142857,17.642857142857142,12.285714285714286,11.678571428571429,17.035714285714285,8.357142857142858,18.178571428571427,21.714285714285715,53.392857142857146,4.785714285714286,15.214285714285714,11.321428571428571,11.785714285714286,15.071428571428571,8.785714285714286,3.1785714285714284,-0.14285714285714285
2003,1107,24.035714285714285,57.464285714285715,7.928571428571429,22.178571428571427,8.25,11.928571428571429,12.571428571428571,6.857142857142857,15.892857142857142,28.821428571428573,59.67857142857143,6.571428571428571,18.25,13.392857142857142,18.75,14.964285714285714,5.535714285714286,3.5357142857142856,-9.785714285714286
2003,1108,24.939393939393938,58.72727272727273,5.212121212121212,16.333333333333332,13.121212121212121,13.848484848484848,18.454545454545453,8.181818181818182,19.666666666666668,25.757575757575758,58.90909090909091,5.515151515151516,17.333333333333332,12.575757575757576,15.454545454545455,16.727272727272727,8.575757575757576,2.878787878787879,-4.03030303030303
2003,1110,23.166666666666668,53.53333333333333,8.766666666666667,23.133333333333333,10.0,14.233333333333333,13.166666666666666,6.4,18.133333333333333,22.7,53.06666666666667,6.266666666666667,18.733333333333334,11.0,12.133333333333333,14.566666666666666,5.9,3.1333333333333333,4.466666666666667
2003,1111,28.615384615384617,64.5,7.1923076923076925,21.96153846153846,13.0,15.23076923076923,16.192307692307693,9.846153846153847,18.692307692307693,29.884615384615383,65.65384615384616,7.8076923076923075,22.5,13.26923076923077,16.615384615384617,18.692307692307693,8.923076923076923,3.8846153846153846,1.5384615384615385
2003,1112,30.321428571428573,65.71428571428571,7.035714285714286,20.071428571428573,15.178571428571429,17.642857142857142,14.785714285714286,8.464285714285714,17.75,26.357142857142858,64.67857142857143,6.321428571428571,19.964285714285715,13.107142857142858,15.464285714285714,16.857142857142858,5.964285714285714,2.392857142857143,14.964285714285714
